id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
42870650,0aada4fd-305b-41cd-a3ba-83f1b3345f1a,Mon Apr 20 2020 20:10:09 GMT-0700 (PDT),2020-04-20,2020-04-21 03:10:09 UTC,Tijuana,23647,jorgehvaldez,Jorge H. Valdez,2020-04-22 18:15:55 UTC,2020-04-23 17:50:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/42870650,https://inaturalist-open-data.s3.amazonaws.com/photos/68077614/medium.jpg,,"",,3,0,false,3,"Ensenada, BC , MX",30.917775,-115.65065,5,,,,5,,open,false,,,,Ensenada,Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
42870678,e45bc96e-bdde-4a59-b91c-de48accccf0a,Mon Apr 20 2020 20:10:45 GMT-0700 (PDT),2020-04-20,2020-04-21 03:10:45 UTC,Tijuana,23647,jorgehvaldez,Jorge H. Valdez,2020-04-22 18:16:18 UTC,2020-04-23 00:29:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/42870678,https://inaturalist-open-data.s3.amazonaws.com/photos/68077678/medium.jpg,,"",,2,0,false,3,"Ensenada, BC , MX",30.91777833,-115.65058833,5,,,,5,,open,false,,,,Ensenada,Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
42870772,94895fb6-0b94-4c32-9cf7-0a5c0d203bd9,Mon Apr 20 2020 21:00:14 GMT-0700 (PDT),2020-04-20,2020-04-21 04:00:14 UTC,Tijuana,23647,jorgehvaldez,Jorge H. Valdez,2020-04-22 18:17:10 UTC,2020-04-23 00:29:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/42870772,https://inaturalist-open-data.s3.amazonaws.com/photos/68077881/medium.jpg,,"",,2,0,false,3,"Ensenada, BC , MX",30.91991167,-115.64495833,5,,,,5,,open,false,,,,Ensenada,Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
43011984,faf594b4-ef3d-417e-9cde-b36cf5698b15,Mon Apr 20 2020 20:11:42 GMT-0700 (PDT),2020-04-20,2020-04-21 03:11:42 UTC,Pacific Time (US & Canada),23646,annyperalta,Anny Peralta,2020-04-24 00:45:33 UTC,2024-08-30 15:30:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/43011984,https://inaturalist-open-data.s3.amazonaws.com/photos/68294813/medium.jpg,,"",,2,0,false,3,"Ensenada, BC , MX",30.917805,-115.650345,5,,,,5,,open,false,,,,Ensenada,Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
43544351,198d01f5-6cc9-4dcf-a8e4-430cd2be6aa0,Fri Apr 24 2020 22:46:22 GMT-0700 (PDT),2020-04-24,2020-04-25 05:46:22 UTC,Pacific Time (US & Canada),70290,erinriley,,2020-04-26 04:42:48 UTC,2020-04-26 15:53:30 UTC,research,,https://www.inaturalist.org/observations/43544351,https://static.inaturalist.org/photos/69086995/medium.jpg,,"",,2,0,false,3,"San Diego County, US-CA, US",32.8786613636,-116.4187424477,6,,,,29039,,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
43692841,2c085133-34ea-49c2-9566-96565551df5c,Sun Apr 26 2020 09:22:23 GMT-0700 (PDT),2020-04-26,2020-04-26 16:22:23 UTC,Pacific Time (US & Canada),479251,sscrivy,,2020-04-26 18:50:18 UTC,2020-11-22 20:15:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/43692841,https://inaturalist-open-data.s3.amazonaws.com/photos/69305231/medium.jpg,,"",,3,0,false,3,"Ventura County, US-CA, US",34.4581870059,-119.2756157622,13,,,,28818,,obscured,true,,,,Ventura,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
43761179,28075291-7178-4264-994d-243bade5a739,2020/03/09 7:42 PM PDT,2020-03-09,2020-03-10 02:42:00 UTC,Pacific Time (US & Canada),2856932,plastoquinone,ATK,2020-04-26 22:50:38 UTC,2021-01-09 07:38:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/43761179,https://inaturalist-open-data.s3.amazonaws.com/photos/69406439/medium.jpg,,"",,2,0,false,,"San Diego County, Cleveland National Forest, US-CA, US",32.8023859354,-116.6404372058,195,,,,29039,,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
44252020,e223f4bc-08bf-41c5-a8a7-9c526740974e,2011/08/23 8:20 PM PDT,2011-08-23,2011-08-24 03:20:00 UTC,Pacific Time (US & Canada),6061,jonhakim,Jonathan Hakim,2020-04-29 14:11:16 UTC,2020-04-29 15:59:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44252020,https://inaturalist-open-data.s3.amazonaws.com/photos/70159895/medium.jpeg,,"","Three juvenile toads found on a sandy streambank, probably had just emerged for the night. 

More about this population and their struggles in https://bangkokherps.wordpress.com/2018/10/23/california-waters-frogs-of-the-socal-mountains/",1,0,false,,"San Bernardino County, US-CA, US",34.2636855646,-117.3705619068,50,,,,28846,obscured,obscured,true,,,,San Bernardino,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
44252022,fe1c1656-2f01-4e5c-9d97-6f0aab915beb,2011/08/23 08:30 PM PDT,2011-08-23,2011-08-24 03:30:00 UTC,Pacific Time (US & Canada),6061,jonhakim,Jonathan Hakim,2020-04-29 14:11:16 UTC,2020-04-29 15:59:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44252022,https://inaturalist-open-data.s3.amazonaws.com/photos/70159901/medium.jpeg,,"","One of five juvenile Arroyo Toads found in quick succession. 

More about this population and their struggles in https://bangkokherps.wordpress.com/2018/10/23/california-waters-frogs-of-the-socal-mountains/",1,0,false,,"San Bernardino County, US-CA, US",34.3154256464,-117.2611693541,50,,,,28846,obscured,obscured,true,,,,San Bernardino,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
44297009,83b9623a-5ff8-463f-8066-0b676e94a6c9,Mon Apr 27 2020 12:23:28 GMT-0700 (PDT),2020-04-27,2020-04-27 19:23:28 UTC,Pacific Time (US & Canada),23646,annyperalta,Anny Peralta,2020-04-29 20:47:13 UTC,2024-08-30 15:30:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44297009,https://inaturalist-open-data.s3.amazonaws.com/photos/70230192/medium.jpg,,"",,2,1,false,3,"Ensenada, BC , MX",30.91764167,-115.65071167,10,,,,10,,open,false,,,,Ensenada,Baja California,Mexico,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
44297204,b564bae0-1d40-4bb1-aa1f-77c5d894aaed,Mon Apr 27 2020 12:23:28 GMT-0700 (PDT),2020-04-27,2020-04-27 19:23:28 UTC,Pacific Time (US & Canada),23646,annyperalta,Anny Peralta,2020-04-29 20:48:38 UTC,2024-08-30 15:30:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44297204,https://inaturalist-open-data.s3.amazonaws.com/photos/70230277/medium.jpg,,"",,2,0,false,3,"Ensenada, BC , MX",30.91764167,-115.65071167,10,,,,10,,open,false,,,,Ensenada,Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
44327171,14f14ee2-7d8b-4104-b9fd-d038a7b83404,Sun Apr 26 2020 20:32:49 GMT-0700 (PDT),2020-04-26,2020-04-27 03:32:49 UTC,Pacific Time (US & Canada),23646,annyperalta,Anny Peralta,2020-04-30 01:37:57 UTC,2024-08-30 15:30:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44327171,https://inaturalist-open-data.s3.amazonaws.com/photos/70277977/medium.jpg,,"",,3,0,false,3,"Ensenada, BC , MX",30.92243333,-115.64907,5,,,,5,,open,false,,,,Ensenada,Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
44366851,4ccf30b9-d5d1-449c-bfb6-0e487bd25bca,Mon Apr 27 2020 12:23:00 GMT-0700 (PDT),2020-04-27,2020-04-27 19:23:00 UTC,Tijuana,23647,jorgehvaldez,Jorge H. Valdez,2020-04-30 14:11:42 UTC,2020-04-30 22:41:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44366851,https://inaturalist-open-data.s3.amazonaws.com/photos/70343793/medium.jpg,,"",,2,0,false,3,"Ensenada, BC , MX",30.91779167,-115.650925,10,,,,10,,open,false,,,,Ensenada,Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
44693145,4b74cf9d-ec37-424b-9e90-c2995247a84e,2020-04-24 9:48:34 PM PDT,2020-04-24,2020-04-25 04:48:34 UTC,Pacific Time (US & Canada),2556462,nab529,Nick Borcher,2020-05-03 05:39:00 UTC,2020-08-19 16:19:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44693145,https://inaturalist-open-data.s3.amazonaws.com/photos/70858202/medium.jpeg,,"","6th one I have personally seen in petrero this breeding season so far. Revived upon multiple water rinses. It had long paratoid glands(not a spadefoot), horizontal pupils(not spadefoot), no ventral spots(not boreas), no prominent dorsal stripe (not boreas), and body shape indicated it was not a boreas as well. Those are the only 3 species of toad at this reserve. Exact location pinned in lithobates catesbeianus post with same picture.",2,0,false,2,United States,32.7149066879,-116.7955708121,2104,,,,29066,,obscured,true,gps,gps,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
44701354,96dc8f27-d561-46b5-82c7-68a52875aa0b,2020-05-02 10:03:23 PM PDT,2020-05-02,2020-05-03 05:03:23 UTC,Pacific Time (US & Canada),540624,taco_night,"",2020-05-03 08:41:52 UTC,2020-05-03 15:31:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44701354,https://inaturalist-open-data.s3.amazonaws.com/photos/70872136/medium.jpeg,,"",,1,0,false,2,"Ventura County, US-CA, US",34.5062171349,-119.1816786712,12,,,,28818,,obscured,true,gps,gps,,Ventura,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
44907975,ff83bc4a-a658-4138-905c-6a3a1e508b9d,Sat May 02 2020 19:56:34 GMT-0700 (PDT),2020-05-02,2020-05-03 02:56:34 UTC,Pacific Time (US & Canada),281999,pleistocene,"",2020-05-04 19:47:30 UTC,2020-05-09 02:32:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44907975,https://inaturalist-open-data.s3.amazonaws.com/photos/71200575/medium.jpg,,"",Saw 8-10 over the course of a mile,3,0,false,3,"Ventura County, US-CA, US",34.5929198524,-118.8425811046,,,,,28818,obscured,obscured,true,,,,Ventura,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
45853389,6624e409-7e9c-4e56-bd17-a590cb234dac,Wed May 13 2020 22:14:08 GMT-0700 (PDT),2020-05-13,2020-05-14 05:14:08 UTC,Pacific Time (US & Canada),73478,dcstokes_sdnhm,DCStokes,2020-05-14 07:56:24 UTC,2020-05-15 15:43:17 UTC,research,,https://www.inaturalist.org/observations/45853389,https://static.inaturalist.org/photos/72725586/medium.jpg,,"",,3,0,false,3,"California, US",33.3126053534,-117.3868128656,5,,,,28984,,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
46053289,9ac7ab70-2511-4a5c-a54a-6ae89a2e33ff,2020-05-08 9:56:51 PM PDT,2020-05-08,2020-05-09 04:56:51 UTC,Pacific Time (US & Canada),74312,christopher_berry,"",2020-05-16 05:29:32 UTC,2020-05-17 17:00:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/46053289,https://inaturalist-open-data.s3.amazonaws.com/photos/73044479/medium.jpeg,,"",,1,0,false,2,,,,,,,,28818,private,obscured,true,gps,gps,,,,,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
46693041,b482b172-89c8-4696-a355-4a41b3ad3512,Wed May 20 2020 17:32:47 GMT-0700 (PDT),2020-05-20,2020-05-21 00:32:47 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2020-05-21 06:06:02 UTC,2023-07-17 23:45:04 UTC,research,,https://www.inaturalist.org/observations/46693041,https://static.inaturalist.org/photos/74057189/medium.jpg,,"",,3,0,false,3,"Cleveland National Forest, US-CA, US",33.4859473945,-116.9379644143,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
47032149,18b884d7-2680-413d-81fb-dc6b40792181,2020/05/23 9:46 AM PDT,2020-05-23,2020-05-23 16:46:00 UTC,Pacific Time (US & Canada),469445,mhrains,,2020-05-23 22:01:03 UTC,2020-05-24 23:48:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47032149,https://inaturalist-open-data.s3.amazonaws.com/photos/74586908/medium.jpeg,,"",,2,0,false,,"San Diego County, US-CA, US",33.1434778546,-116.9883005155,15,,,,29012,,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
47336208,273feb8c-ca5e-4cda-bfce-0cee3761947f,Thu May 21 2020 20:16:24 GMT-0700 (PDT),2020-05-21,2020-05-22 03:16:24 UTC,Pacific Time (US & Canada),773402,torreyn,"",2020-05-25 22:41:43 UTC,2023-11-06 16:35:29 UTC,research,,https://www.inaturalist.org/observations/47336208,https://static.inaturalist.org/photos/75072820/medium.jpg,,"",,2,0,false,3,United States,32.7231255048,-116.4918925923,1719,,,,29066,,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
47444179,23423f12-8792-4c9f-afdd-10ec56c9baaa,2020/05/16 7:35 PM PDT,2020-05-16,2020-05-17 02:35:00 UTC,Pacific Time (US & Canada),224428,kmedak,"",2020-05-26 21:15:29 UTC,2023-11-06 16:35:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47444179,https://inaturalist-open-data.s3.amazonaws.com/photos/75221748/medium.jpeg,,"",many adults and juveniles found,2,0,false,,"Cleveland National Forest, US-CA, US",33.2026456662,-116.6449945511,8,,,,28984,obscured,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
47444185,284043b7-b0b0-4289-9f04-e2a4c813f4cd,2020/05/16 7:41 PM PDT,2020-05-16,2020-05-17 02:41:00 UTC,Pacific Time (US & Canada),224428,kmedak,"",2020-05-26 21:15:32 UTC,2022-01-04 19:33:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47444185,https://inaturalist-open-data.s3.amazonaws.com/photos/75221790/medium.jpeg,,"",,3,0,false,,"Cleveland National Forest, US-CA, US",33.2076578286,-116.6125179799,31,,,,28984,obscured,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
47444194,92f7e836-0a73-4925-80fb-9fec9bffec0e,2020/05/16 7:47 PM PDT,2020-05-16,2020-05-17 02:47:00 UTC,Pacific Time (US & Canada),224428,kmedak,"",2020-05-26 21:15:35 UTC,2020-06-01 02:26:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47444194,https://inaturalist-open-data.s3.amazonaws.com/photos/75221886/medium.jpeg,,"",,2,0,false,,"Cleveland National Forest, US-CA, US",33.3994705763,-116.7046879942,31,,,,28984,obscured,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
47444196,8ff975c8-949c-44c0-9be9-532b76325d3d,2020/05/16 7:50 PM PDT,2020-05-16,2020-05-17 02:50:00 UTC,Pacific Time (US & Canada),224428,kmedak,"",2020-05-26 21:15:35 UTC,2020-05-26 23:45:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47444196,https://inaturalist-open-data.s3.amazonaws.com/photos/75221999/medium.jpeg,,"",,2,0,false,,"Cleveland National Forest, US-CA, US",33.2328342895,-116.7443286099,15,,,,28984,obscured,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
47444205,1281cf8a-7af0-43af-a163-95e4a9b42b62,2020/05/16 8:10 PM PDT,2020-05-16,2020-05-17 03:10:00 UTC,Pacific Time (US & Canada),224428,kmedak,"",2020-05-26 21:15:39 UTC,2020-05-26 21:24:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47444205,https://inaturalist-open-data.s3.amazonaws.com/photos/75222275/medium.jpeg,,"","So it looks like an arroyo, but a little dusty and it has the stripe so I'm not sure",1,0,false,,"Cleveland National Forest, US-CA, US",33.2682820314,-116.7043895912,15,,,,28984,obscured,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
47444224,16b7c57a-2f4e-41bd-b0c5-b7d32bbcb637,2020/05/16 8:39 PM PDT,2020-05-16,2020-05-17 03:39:00 UTC,Pacific Time (US & Canada),224428,kmedak,"",2020-05-26 21:15:45 UTC,2023-11-06 16:34:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47444224,https://inaturalist-open-data.s3.amazonaws.com/photos/75222701/medium.jpeg,,"",,1,0,false,,"Cleveland National Forest, US-CA, US",33.2877425353,-116.6795775798,31,,,,28984,obscured,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
47444225,5a543b6e-abce-45f3-8d98-05287bb9e084,2020/05/16 9:18 PM PDT,2020-05-16,2020-05-17 04:18:00 UTC,Pacific Time (US & Canada),224428,kmedak,"",2020-05-26 21:15:46 UTC,2021-02-16 23:57:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47444225,https://inaturalist-open-data.s3.amazonaws.com/photos/75222851/medium.jpeg,,"",,3,0,false,,"Cleveland National Forest, US-CA, US",33.3657459198,-116.6252410381,31,,,,28984,obscured,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
48077940,c76b690b-ac3c-4d2e-93aa-bda0ec05e198,Sat May 30 2020 19:28:08 GMT-0700 (PDT),2020-05-30,2020-05-31 02:28:08 UTC,Pacific Time (US & Canada),2593059,evan216,Evan J Dittig,2020-06-01 02:27:39 UTC,2020-06-04 00:11:34 UTC,research,,https://www.inaturalist.org/observations/48077940,https://static.inaturalist.org/photos/76266856/medium.jpg,,"",,3,0,false,3,"Ventura County, US-CA, US",34.5828861392,-119.0129621042,5,,,,28818,,obscured,true,,,,Ventura,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
48882814,0aa1a76d-4e75-4d6a-aaf5-0bfe0419f8c6,2020-06-07 8:49:15 PM PDT,2020-06-07,2020-06-08 03:49:15 UTC,Pacific Time (US & Canada),2785899,castor_h,Hannah C,2020-06-08 05:40:22 UTC,2022-09-14 16:55:49 UTC,research,,https://www.inaturalist.org/observations/48882814,https://static.inaturalist.org/photos/77583706/medium.jpeg,,"",,2,0,false,2,"Cleveland National Forest, US-CA, US",33.5383103684,-116.9850549325,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
48883076,4f68e291-078a-4f19-887b-b3c39d7e7b23,Sun Jun 07 2020 20:52:35 GMT-0700 (PDT),2020-06-07,2020-06-08 03:52:35 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2020-06-08 05:46:38 UTC,2020-06-08 06:37:37 UTC,research,,https://www.inaturalist.org/observations/48883076,https://static.inaturalist.org/photos/77584244/medium.jpg,,"",,1,0,false,3,"Cleveland National Forest, US-CA, US",33.4540229335,-116.8532965779,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
48955165,980a585b-4531-4b6d-b94f-6ea304e83092,2020/06/04 8:33 PM HST,2020-06-04,2020-06-05 06:33:00 UTC,Hawaii,1885728,marivillasol,Marisol Villarreal,2020-06-08 21:16:47 UTC,2020-06-21 23:59:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48955165,https://inaturalist-open-data.s3.amazonaws.com/photos/77698390/medium.jpg,,"",,2,0,false,,"Ventura County, US-CA, US",34.5370131054,-119.160297975,,,,,28818,,obscured,true,,,,Ventura,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
49777704,6759a7f1-ca15-472e-9d88-a3af1df48433,2020/06/15 11:51 AM PDT,2020-06-15,2020-06-15 18:51:00 UTC,Pacific Time (US & Canada),469445,mhrains,,2020-06-15 22:50:18 UTC,2022-08-30 14:44:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/49777704,https://inaturalist-open-data.s3.amazonaws.com/photos/79027382/medium.jpeg,,"",,2,0,false,,"San Diego County, US-CA, US",33.0749778313,-116.6979409788,2,,,,29012,,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
49811716,c93d1ff2-7656-477d-9455-d9869b0069b4,2020-06-09 9:13:55 PM PDT,2020-06-09,2020-06-10 04:13:55 UTC,Pacific Time (US & Canada),5179,leptonia,Christian Schwarz,2020-06-16 06:58:39 UTC,2022-09-14 16:54:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/49811716,https://inaturalist-open-data.s3.amazonaws.com/photos/79084765/medium.jpeg,,"",,4,0,false,2,"Ventura County, US-CA, US",34.447712423,-118.840349039,,,,,28818,obscured,obscured,true,gps,gps,,Ventura,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
49882981,c7f76314-315b-4148-a2c4-9324faa2cb74,Mon Jun 15 2020 20:45:54 GMT-0700 (PDT),2020-06-15,2020-06-16 03:45:54 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2020-06-16 21:32:45 UTC,2020-06-16 23:24:53 UTC,research,,https://www.inaturalist.org/observations/49882981,https://static.inaturalist.org/photos/79199791/medium.jpg,,"",,1,0,false,3,"Cleveland National Forest, US-CA, US",33.4721408739,-116.9256233406,4,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
49883091,e8e9381d-c355-4237-9320-a0b2d3c1ca31,Mon Jun 15 2020 20:58:53 GMT-0700 (PDT),2020-06-15,2020-06-16 03:58:53 UTC,Pacific Time (US & Canada),2467441,b0tanica,Stephen Wolf,2020-06-16 21:33:45 UTC,2020-06-16 21:57:27 UTC,research,,https://www.inaturalist.org/observations/49883091,https://static.inaturalist.org/photos/79200012/medium.jpg,,"",,1,0,false,3,"Cleveland National Forest, US-CA, US",33.4378253217,-116.8695324966,6,,,,28957,,obscured,true,,,,Riverside,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
50009213,9602a283-f2f3-4a20-b6b3-3971a9cc74bb,2020-06-17 5:28:35 PM PDT,2020-06-17,2020-06-18 00:28:35 UTC,Pacific Time (US & Canada),1494493,alvarosj,Álvaro San José Elizundia,2020-06-18 02:14:33 UTC,2023-08-30 23:23:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50009213,https://inaturalist-open-data.s3.amazonaws.com/photos/79404744/medium.jpeg,,"",,3,1,false,2,"Ensenada, Baja California, Mexico",31.9262524333,-116.7210149833,,,,,,,open,false,gps,gps,Prueba1,"MUNICIPIO ENSENADA, BC, MX",Baja California,Mexico,Sapo de arroyo,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
50103694,ccf6688a-2566-400e-911e-438136f77d5a,2020/06/18 9:03 AM UTC,2020-06-18,,UTC,2359675,obmissy,,2020-06-18 23:44:06 UTC,2024-02-06 23:22:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50103694,https://inaturalist-open-data.s3.amazonaws.com/photos/79553510/medium.jpeg,,"",,2,0,false,,"San Diego County, US-CA, US",33.1804405006,-116.711656792,198,,,,29012,,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
51787494,a268d56c-5a51-4023-96df-d367c7552c8c,2020/07/02 7:41 PM PDT,2020-07-02,2020-07-03 02:41:00 UTC,Pacific Time (US & Canada),3090,zabbey,Zack Abbey,2020-07-03 12:54:56 UTC,2024-07-14 14:10:47 UTC,research,CC-BY,https://www.inaturalist.org/observations/51787494,https://inaturalist-open-data.s3.amazonaws.com/photos/82301871/medium.jpg,,"",,3,0,false,,"Ventura County, US-CA, US",34.5000765248,-119.1097775265,20,,,,28818,obscured,obscured,true,,,,Ventura,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
54065261,fa398c22-e239-489d-a056-8328cd2dd09f,Mon Jul 20 2020 21:06:02 GMT-0700 (PDT),2020-07-20,2020-07-21 04:06:02 UTC,Pacific Time (US & Canada),3335720,ckler,,2020-07-23 16:10:32 UTC,2020-09-11 03:59:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54065261,https://inaturalist-open-data.s3.amazonaws.com/photos/86007361/medium.jpg,,"",,2,0,false,3,"Ventura County, US-CA, US",34.5976468251,-119.0723735188,,,,,28818,,obscured,true,,,,Ventura,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
54367438,6944fef7-709b-49b9-acc6-3f375f9af7e9,Sat Jul 25 2020 19:21:59 GMT-0700 (PDT),2020-07-25,2020-07-26 02:21:59 UTC,Pacific Time (US & Canada),1461403,danhdurso,,2020-07-26 07:31:18 UTC,2021-09-30 19:25:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54367438,https://inaturalist-open-data.s3.amazonaws.com/photos/86507525/medium.jpg,,"",,2,0,false,3,"California, US",33.5986735695,-117.4453745319,5,,,,28957,,obscured,true,,,,Orange,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
55451198,8b0fc581-5f4a-4fb4-a738-b512e23fc59f,2020/08/03 9:48 AM PDT,2020-08-03,2020-08-03 16:48:00 UTC,Pacific Time (US & Canada),81261,biohexx1,Valtierra,2020-08-05 01:36:03 UTC,2022-01-04 07:08:03 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/55451198,https://inaturalist-open-data.s3.amazonaws.com/photos/88296653/medium.jpeg,,"",,2,0,false,,"San Diego County, US-CA, US",32.6249194633,-116.9163709077,5,,,,29066,,obscured,true,,,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
57191094,36147c24-08c8-4580-9775-8af61f8a12d5,2020-08-21 9:58:35 PM PDT,2020-08-21,2020-08-22 04:58:35 UTC,Pacific Time (US & Canada),2626751,angelajohnson1,Angela Johnson,2020-08-22 05:02:50 UTC,2020-08-22 18:11:35 UTC,research,,https://www.inaturalist.org/observations/57191094,https://static.inaturalist.org/photos/91205435/medium.jpeg,,"",,2,0,false,2,"California, US",33.2101307133,-117.5447245039,30,,,,28984,,obscured,true,gps,gps,,San Diego,California,United States,Arroyo Toad,Anaxyrus californicus,Arroyo Toad,Amphibia,64971
